,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NHWA_MALE,NHWA_FEMALE,H_MALE,H_FEMALE,% White,% Minority,Unemployment Change
305729,50,27,53,Minnesota,Hennepin County,12,0,1265843,626750,639093,86984,88118,6887,7156,47298,48010,426825,439560,46068,42405,68.4433219601483,29.4606835128843,6.6
305957,50,27,55,Minnesota,Houston County,12,0,18600,9339,9261,87,51,21,34,60,74,8926,8874,111,116,95.6989247311828,2.978494623655914,2.0
306185,50,27,57,Minnesota,Hubbard County,12,0,21491,10903,10588,75,38,330,292,44,79,10026,9802,294,215,92.26187706481784,6.360802196268206,5.1
306413,50,27,59,Minnesota,Isanti County,12,0,40596,20483,20113,215,180,110,148,219,282,19137,18739,461,447,93.2998324958124,5.079318159424574,5.6
306641,50,27,61,Minnesota,Itasca County,12,0,45130,22817,22313,154,85,909,843,58,105,20840,20444,339,394,91.47795258143142,6.3970751163306,5.3
306869,50,27,63,Minnesota,Jackson County,12,0,9846,5056,4790,41,40,27,24,86,84,4586,4439,239,170,91.66158846231973,7.221206581352833,1.7
307097,50,27,65,Minnesota,Kanabec County,12,0,16337,8219,8118,58,39,66,73,57,63,7761,7665,128,148,94.4237008018608,3.868519311991186,4.3
307325,50,27,67,Minnesota,Kandiyohi County,12,0,43199,21766,21433,1605,1303,130,106,257,264,16893,17017,2830,2614,78.49718743489433,21.08613625315401,2.4
307553,50,27,69,Minnesota,Kittson County,12,0,4298,2139,2159,8,23,9,8,13,18,2029,2044,59,48,94.7650069799907,4.327594229874361,0.9
307781,50,27,71,Minnesota,Koochiching County,12,0,12229,6115,6114,49,37,153,153,14,63,5717,5678,83,77,93.1801455556464,5.1435113255376566,3.1
308009,50,27,73,Minnesota,Lac qui Parle County,12,0,6623,3329,3294,41,15,8,12,25,33,3116,3127,90,74,94.26241884342443,4.499471538577684,1.7
308237,50,27,75,Minnesota,Lake County,12,0,10641,5462,5179,53,15,40,34,27,37,5195,4945,83,70,95.2917958838455,3.373743069260408,6.3
308465,50,27,77,Minnesota,Lake of the Woods County,12,0,3740,1964,1776,16,11,18,17,21,41,1838,1620,27,37,92.45989304812834,5.026737967914439,6.2
308693,50,27,79,Minnesota,Le Sueur County,12,0,28887,14596,14291,137,109,67,90,84,113,13199,12898,975,981,90.34167618651989,8.848270848478554,4.6
308921,50,27,81,Minnesota,Lincoln County,12,0,5639,2845,2794,9,6,11,16,15,16,2703,2682,77,55,95.49565525802447,3.6353963468700123,0.5
309149,50,27,83,Minnesota,Lyon County,12,0,25474,12720,12754,483,376,99,102,638,565,10489,10743,914,918,83.34772709429222,16.075213943628796,2.3
309377,50,27,85,Minnesota,McLeod County,12,0,35893,17942,17951,172,125,89,97,143,142,16187,16291,1231,1151,90.48561000752235,8.776084473295628,3.7
309605,50,27,87,Minnesota,Mahnomen County,12,0,5527,2797,2730,19,20,1218,1195,5,1,1266,1213,136,99,44.85254206622037,48.7244436403112,12.7
309833,50,27,89,Minnesota,Marshall County,12,0,9336,4696,4640,22,22,38,48,14,22,4369,4314,229,207,93.00556983718937,6.44815766923736,1.3
310061,50,27,91,Minnesota,Martin County,12,0,19683,9749,9934,109,61,59,59,61,70,8954,9213,506,473,92.2979220647259,7.102575826855661,3.2
310289,50,27,93,Minnesota,Meeker County,12,0,23222,11801,11421,116,68,52,33,35,66,11058,10654,485,505,93.49754543105676,5.856515373352855,2.7
310517,50,27,95,Minnesota,Mille Lacs County,12,0,26277,13230,13047,97,75,783,899,76,99,11774,11508,347,340,88.60219964227271,10.336035316055867,5.6
310745,50,27,97,Minnesota,Morrison County,12,0,33386,16812,16574,156,149,61,67,59,72,16093,15818,295,323,95.58198047085604,3.5404061582699335,4.2
310973,50,27,99,Minnesota,Mower County,12,0,40062,20138,19924,925,624,142,139,1103,1007,15164,15583,2587,2310,76.74853976336678,22.058309620088863,3.3
311201,50,27,101,Minnesota,Murray County,12,0,8194,4104,4090,27,17,28,12,63,70,3765,3791,186,171,92.21381498657554,7.005125701732975,1.9
311429,50,27,103,Minnesota,Nicollet County,12,0,34274,17271,17003,686,646,117,73,265,294,15123,14990,916,775,87.85960203069382,11.005426854175177,4.6
311657,50,27,105,Minnesota,Nobles County,12,0,21629,11144,10485,619,429,150,124,828,735,6245,6229,3353,3001,57.672569235748306,42.715798233852695,1.6
311885,50,27,107,Minnesota,Norman County,12,0,6375,3189,3186,30,30,71,77,21,25,2845,2841,170,155,89.1921568627451,9.08235294117647,2.4
312113,50,27,109,Minnesota,Olmsted County,12,0,158293,77275,81018,5492,5399,359,299,5040,5390,60563,64571,4423,3796,79.05213749186635,19.07728073888296,4.5
312341,50,27,111,Minnesota,Otter Tail County,12,0,58746,29563,29183,551,426,224,238,152,221,27190,26947,1135,1015,92.1543594457495,6.744288972866237,3.6
312569,50,27,113,Minnesota,Pennington County,12,0,14119,7015,7104,115,65,150,147,60,73,6305,6433,306,279,90.21885402648913,8.46377222182874,4.1
312797,50,27,115,Minnesota,Pine County,12,0,29579,15853,13726,587,79,563,446,125,120,13804,12526,581,313,89.01585584367288,9.513506203725616,6.0
313025,50,27,117,Minnesota,Pipestone County,12,0,9126,4468,4658,93,76,87,132,50,55,3892,4022,325,370,86.71926364234056,13.017751479289942,0.4
313253,50,27,119,Minnesota,Polk County,12,0,31364,15790,15574,540,446,311,280,162,158,13543,13461,1052,1022,86.09871189899248,12.661012625940568,2.1
313481,50,27,121,Minnesota,Pope County,12,0,11249,5735,5514,26,27,32,25,34,39,5477,5262,108,115,95.46626366788159,3.609209707529558,3.0
313709,50,27,123,Minnesota,Ramsey County,12,0,550321,268768,281553,35270,35676,2585,2783,41693,42484,162164,174036,20986,20363,61.091617437822656,36.6767759180551,6.5
313937,50,27,125,Minnesota,Red Lake County,12,0,4055,2079,1976,14,13,44,48,3,13,1907,1804,90,77,91.51664611590628,7.447595561035758,3.4
314165,50,27,127,Minnesota,Redwood County,12,0,15170,7573,7597,93,73,349,405,215,185,6545,6558,297,280,86.37442320369149,12.504943968358603,5.2
314393,50,27,129,Minnesota,Renville County,12,0,14548,7420,7128,53,35,130,104,64,60,6456,6250,674,632,87.33846576849051,12.042892493813582,1.8
314621,50,27,131,Minnesota,Rice County,12,0,66972,34235,32737,2511,1632,299,159,688,811,27331,27086,3048,2641,81.25335961297259,17.602878815027175,4.1
314849,50,27,133,Minnesota,Rock County,12,0,9315,4610,4705,50,32,54,26,39,39,4268,4397,167,160,93.02200751476114,6.086956521739131,1.3
315077,50,27,135,Minnesota,Roseau County,12,0,15165,7813,7352,54,46,155,139,209,216,7169,6705,123,99,91.48697659083416,6.864490603363007,5.2
315305,50,27,137,Minnesota,St. Louis County,12,0,199070,99714,99356,1963,1353,2368,2397,1038,1236,90385,90511,1849,1762,90.87054804842518,7.015622645300648,6.5
315533,50,27,139,Minnesota,Scott County,12,0,149013,74199,74814,4034,4004,800,828,4598,4977,59489,59908,4079,3805,80.12522397374727,18.20310979578963,6.7
315761,50,27,141,Minnesota,Sherburne County,12,0,97238,49861,47377,1817,1247,339,233,556,673,44824,43183,1502,1188,90.50679775396449,7.769596248380263,5.5
315989,50,27,143,Minnesota,Sibley County,12,0,14865,7512,7353,79,45,33,44,48,59,6582,6493,728,655,87.95829128826101,11.375714766229397,3.4
316217,50,27,145,Minnesota,Stearns County,12,0,161075,81127,79948,6627,5877,390,289,1863,1927,68126,68083,3035,2702,84.5624708986497,14.099022194629832,4.9
316445,50,27,147,Minnesota,Steele County,12,0,36649,18252,18397,710,579,103,79,173,227,15594,15867,1527,1469,85.84408851537559,13.280034925918851,4.0
316673,50,27,149,Minnesota,Stevens County,12,0,9805,4899,4906,65,61,77,103,95,116,4143,4265,478,276,85.75216726160122,12.962774094849566,1.3
316901,50,27,151,Minnesota,Swift County,12,0,9266,4660,4606,60,55,34,37,23,28,4184,4165,252,232,90.10360457586877,7.781135333477228,4.0
317129,50,27,153,Minnesota,Todd County,12,0,24664,12755,11909,95,75,89,81,55,76,11500,10805,894,794,90.43545248134933,8.753649043139799,1.9
317357,50,27,155,Minnesota,Traverse County,12,0,3259,1653,1606,12,10,116,98,13,4,1402,1431,85,44,86.9285056765879,11.721386928505677,0.7
317585,50,27,157,Minnesota,Wabasha County,12,0,21627,10850,10777,75,66,32,40,61,78,10264,10203,345,309,94.6363342118648,4.6515929162620795,4.4
317813,50,27,159,Minnesota,Wadena County,12,0,13682,6785,6897,91,66,51,59,23,50,6364,6450,130,161,93.65589826048823,4.61189884519807,5.0
318041,50,27,161,Minnesota,Waseca County,12,0,18612,9003,9609,146,278,43,97,83,79,8117,8398,532,654,88.73307543520309,10.272942187835806,4.5
318269,50,27,163,Minnesota,Washington County,12,0,262440,129680,132760,7031,6186,818,646,8112,8756,105285,108907,6014,5688,81.61560737692425,16.48033836305441,5.7
318497,50,27,165,Minnesota,Watonwan County,12,0,10897,5387,5510,69,65,73,70,59,64,3819,3851,1432,1503,70.38634486555932,30.60475360190878,1.4
318725,50,27,167,Minnesota,Wilkin County,12,0,6207,3230,2977,24,13,74,39,14,16,2978,2782,114,77,92.79845335911068,5.977122603512164,0.2
318953,50,27,169,Minnesota,Winona County,12,0,50484,24989,25495,476,454,130,101,657,674,22638,23281,854,703,90.95753109896205,8.020362887251405,4.7
319181,50,27,171,Minnesota,Wright County,12,0,138377,69973,68404,1314,1214,300,313,910,1081,64142,62769,2256,2070,91.7139409005832,6.834950895018681,5.1
319409,50,27,173,Minnesota,Yellow Medicine County,12,0,9709,4892,4817,46,38,190,188,24,31,4331,4280,261,238,88.69090534555568,10.464517458028633,3.2
319637,50,28,1,Mississippi,Adams County,12,0,30693,15946,14747,7637,8766,105,60,90,88,5376,5528,2849,250,35.526015703906424,64.65643632098525,10.9
319865,50,28,3,Mississippi,Alcorn County,12,0,36953,18003,18950,2222,2358,76,77,64,81,14812,15765,684,505,82.74564987957676,16.41815278867751,8.5
320093,50,28,5,Mississippi,Amite County,12,0,12297,5934,6363,2342,2573,25,21,7,13,3456,3659,94,72,57.85964056273888,41.85573717166788,6.0
320321,50,28,7,Mississippi,Attala County,12,0,18174,8590,9584,3568,4361,24,42,34,45,4719,4913,185,180,52.99878947947617,46.434466820732915,7.7
320549,50,28,9,Mississippi,Benton County,12,0,8259,4079,4180,1442,1514,14,17,2,6,2467,2495,117,101,60.07991282237559,38.90301489284417,9.7
320777,50,28,11,Mississippi,Bolivar County,12,0,30628,14261,16367,8857,10667,24,27,192,154,4829,5174,353,331,32.659657829437116,67.27504244482174,5.2
321005,50,28,13,Mississippi,Calhoun County,12,0,14361,6902,7459,1870,2224,26,27,8,15,4467,4770,512,390,64.32003342385629,35.317874799805026,15.7
321233,50,28,15,Mississippi,Carroll County,12,0,9947,5005,4942,1627,1655,8,17,10,15,3248,3142,89,74,64.24047451492912,35.13622197647532,7.8
321461,50,28,17,Mississippi,Chickasaw County,12,0,17103,8446,8657,3663,3960,40,30,41,45,4116,4219,556,365,48.73414020932,50.868268724785125,24.9
321689,50,28,19,Mississippi,Choctaw County,12,0,8210,4009,4201,1150,1287,14,17,19,12,2712,2795,74,57,67.07673568818514,32.03410475030451,5.1
321917,50,28,21,Mississippi,Claiborne County,12,0,8988,4251,4737,3652,4131,8,12,30,40,480,484,81,43,10.7254116599911,88.97418780596351,12.3
322145,50,28,23,Mississippi,Clarke County,12,0,15541,7297,8244,2406,2992,27,43,9,26,4735,5047,78,96,62.943182549385504,36.52918087639148,7.8
322373,50,28,25,Mississippi,Clay County,12,0,19316,9041,10275,5195,6254,16,28,42,32,3604,3809,168,138,38.37751087181611,61.46717746945537,17.5
322601,50,28,27,Mississippi,Coahoma County,12,0,22124,10254,11870,7839,9327,27,14,57,52,2130,2282,195,172,19.942144277707467,79.92677635147352,14.7
322829,50,28,29,Mississippi,Copiah County,12,0,28065,13466,14599,6871,7702,41,37,56,49,5972,6338,504,430,43.86246214145733,55.90593265633351,6.4
323057,50,28,31,Mississippi,Covington County,12,0,18636,9094,9542,3150,3584,21,16,37,43,5568,5672,284,163,60.31337196823353,39.16076411247049,5.8
323285,50,28,33,Mississippi,DeSoto County,12,0,184945,88910,96035,25447,30189,243,308,1357,1650,56002,58445,4935,4480,61.881640487712566,37.09697477628484,7.5
323513,50,28,35,Mississippi,Forrest County,12,0,74897,35322,39575,12689,15625,131,126,409,431,20638,21973,1173,1051,56.89279944457054,42.23800686275819,9.3
323741,50,28,37,Mississippi,Franklin County,12,0,7713,3786,3927,1280,1384,13,13,3,5,2409,2437,50,39,62.82899001685466,36.133800077790745,6.7
323969,50,28,39,Mississippi,George County,12,0,24500,12382,12118,1050,846,60,72,37,161,10689,10614,438,307,86.95102040816326,12.126530612244899,9.2
324197,50,28,41,Mississippi,Greene County,12,0,13586,7855,5731,2485,962,24,29,9,14,5183,4625,111,58,72.19196231414692,27.17503312233181,7.9
324425,50,28,43,Mississippi,Grenada County,12,0,20758,9863,10895,4101,4800,28,32,55,41,5445,5807,178,155,54.20560747663551,45.23557182772907,8.6
324653,50,28,45,Mississippi,Hancock County,12,0,47632,23239,24393,1919,2063,154,180,197,246,19711,20557,915,919,84.53980517299294,13.841535102452132,13.2
324881,50,28,47,Mississippi,Harrison County,12,0,208080,101683,106397,25288,28656,506,503,2689,3314,65069,66414,6019,5581,63.188677431757014,34.869281045751634,18.2
325109,50,28,49,Mississippi,Hinds County,12,0,231840,108268,123572,78264,91269,127,107,723,996,26651,28701,1791,1822,23.875086266390614,75.52579365079364,12.4
325337,50,28,51,Mississippi,Holmes County,12,0,17010,8090,8920,6622,7507,17,14,22,22,1322,1265,97,105,15.208700764256319,84.69135802469135,18.7
325565,50,28,53,Mississippi,Humphreys County,12,0,8064,3803,4261,2820,3290,12,5,16,16,795,820,178,129,20.027281746031747,80.18353174603175,9.9
325793,50,28,55,Mississippi,Issaquena County,12,0,1327,794,533,549,297,2,3,5,1,227,222,11,11,33.83571966842502,66.23963828183874,0.8
326021,50,28,57,Mississippi,Itawamba County,12,0,23390,11574,11816,854,773,47,30,63,60,10315,10645,212,186,89.61094484822574,9.512612227447628,15.8
326249,50,28,59,Mississippi,Jackson County,12,0,143617,70467,73150,14745,16414,352,355,1593,1785,47748,49080,5258,4552,67.42098776607226,31.3709379808797,15.6
326477,50,28,61,Mississippi,Jasper County,12,0,16383,7924,8459,4152,4560,23,28,9,14,3594,3710,132,105,44.58279924311787,55.07538301898309,5.5
326705,50,28,63,Mississippi,Jefferson County,12,0,6990,3436,3554,2905,3065,6,14,7,4,479,425,33,30,12.932761087267524,86.7525035765379,10.0
326933,50,28,65,Mississippi,Jefferson Davis County,12,0,11128,5258,5870,3058,3573,18,14,19,15,2043,2133,104,108,37.52695902228613,62.08662832494608,7.7
327161,50,28,67,Mississippi,Jones County,12,0,68098,33059,35039,9486,10750,228,247,145,191,21473,22270,1745,1452,64.23536667743545,35.601632940761846,5.5
327389,50,28,69,Mississippi,Kemper County,12,0,9742,4889,4853,3024,2955,164,176,4,15,1639,1642,46,46,33.67891603366865,66.0028741531513,7.3
327617,50,28,71,Mississippi,Lafayette County,12,0,54019,26222,27797,5830,6979,97,80,614,568,18751,19195,714,728,70.24565430681797,28.89723986004924,7.6
327845,50,28,73,Mississippi,Lamar County,12,0,63343,30387,32956,6019,7273,129,90,425,547,22599,23812,922,922,73.26934310026364,25.775539522914926,7.5
328073,50,28,75,Mississippi,Lauderdale County,12,0,74125,35903,38222,15445,17311,112,146,267,291,19042,19504,883,810,52.001349072512646,47.57504215851602,7.7
328301,50,28,77,Mississippi,Lawrence County,12,0,12586,6101,6485,1892,2187,21,13,28,24,3969,4142,180,94,64.44462100746861,35.26934689337359,8.4
328529,50,28,79,Mississippi,Leake County,12,0,22786,11755,11031,5123,4480,770,776,63,54,5305,5319,615,490,46.62512068814184,54.29210918985342,9.2
328757,50,28,81,Mississippi,Lee County,12,0,85436,40792,44644,12077,14037,117,121,384,443,26601,28603,1278,1056,64.61444824195888,34.5439861416733,17.6
328985,50,28,83,Mississippi,Leflore County,12,0,28183,13117,15066,9676,11459,80,56,100,72,2935,3150,431,363,21.591030053578397,78.9021750700777,10.6
329213,50,28,85,Mississippi,Lincoln County,12,0,34153,16313,17840,4754,5589,31,54,66,79,11105,11752,245,215,66.92530670804906,32.30462916874067,8.3
329441,50,28,87,Mississippi,Lowndes County,12,0,58595,27911,30684,11920,14305,69,97,269,331,14799,15219,674,542,51.229627101288514,48.138919703046334,11.0
329669,50,28,89,Mississippi,Madison County,12,0,106272,50767,55505,18690,21993,182,184,1455,1502,28629,29959,1645,1689,55.130231857874136,44.546070460704605,10.1
329897,50,28,91,Mississippi,Marion County,12,0,24573,11937,12636,3766,3994,35,33,42,48,7738,8261,241,192,65.10804541570016,33.98445448256216,6.7
330125,50,28,93,Mississippi,Marshall County,12,0,35294,17466,17828,8084,8524,75,81,41,62,8452,8461,772,629,47.920326401088005,51.75950586501955,6.1
330353,50,28,95,Mississippi,Monroe County,12,0,35252,16780,18472,4986,5757,41,50,40,56,11347,12275,277,200,67.00896403040963,32.35844774764553,17.6
330581,50,28,97,Mississippi,Montgomery County,12,0,9775,4699,5076,2048,2327,21,15,51,23,2494,2609,68,76,52.20460358056266,47.355498721227626,8.4
330809,50,28,99,Mississippi,Neshoba County,12,0,29118,13895,15223,2826,3369,2461,2637,69,61,8091,8703,329,321,57.67566453739955,41.462325709183325,12.6
331037,50,28,101,Mississippi,Newton County,12,0,21018,10059,10959,2947,3619,582,590,48,57,6215,6466,222,188,60.3339994290608,39.266343134456186,8.4
331265,50,28,103,Mississippi,Noxubee County,12,0,10417,4916,5501,3519,3962,22,13,10,17,1269,1415,77,75,25.76557550158395,73.86963617164251,11.0
331493,50,28,105,Mississippi,Oktibbeha County,12,0,49587,24750,24837,8496,10134,67,68,935,705,14585,13296,412,447,56.226430314396914,42.882207030068365,9.0
331721,50,28,107,Mississippi,Panola County,12,0,34192,16373,17819,8045,9069,52,60,31,38,7805,8129,360,398,46.60154422087038,52.798900327562,10.5
331949,50,28,109,Mississippi,Pearl River County,12,0,55535,27314,28221,3320,3519,191,214,109,134,22296,23093,927,878,81.73044026289728,16.731790762582154,8.0
332177,50,28,111,Mississippi,Perry County,12,0,11973,5858,6115,1106,1193,33,28,13,12,4560,4723,98,89,77.53278209304268,21.48166708427295,7.6
332405,50,28,113,Mississippi,Pike County,12,0,39288,18571,20717,9873,11379,83,76,151,122,8103,8725,320,309,42.83241702300957,56.79342292812054,7.8
332633,50,28,115,Mississippi,Pontotoc County,12,0,32174,15735,16439,2418,2614,100,93,73,65,11875,12537,1219,1128,75.87493006775658,23.963448747435816,20.4
332861,50,28,117,Mississippi,Prentiss County,12,0,25126,12331,12795,1787,1816,44,29,28,40,10130,10588,197,200,82.45641964498925,16.480936082145984,12.7
333089,50,28,119,Mississippi,Quitman County,12,0,6792,3153,3639,2236,2632,10,12,11,5,803,915,69,55,25.294464075382805,74.05771495877504,9.6
333317,50,28,121,Mississippi,Rankin County,12,0,155271,74718,80553,16072,17395,168,193,955,1207,54573,58937,2252,2129,73.1044431993096,26.00034777904438,7.7
333545,50,28,123,Mississippi,Scott County,12,0,28124,13813,14311,5071,5791,111,98,76,86,6759,6982,1911,1424,48.85862608448301,51.79917508178069,6.0
333773,50,28,125,Mississippi,Sharkey County,12,0,4321,2065,2256,1424,1642,5,3,15,12,566,554,59,39,25.919925943068733,74.03378847489007,6.1
334001,50,28,127,Mississippi,Simpson County,12,0,26658,12893,13765,4406,4967,53,49,69,80,8019,8369,294,208,61.47497936829469,37.98484507464926,5.3
334229,50,28,129,Mississippi,Smith County,12,0,15916,7685,8231,1758,2009,18,17,8,13,5731,6025,150,142,73.86277959286252,25.8544860517718,3.2
334457,50,28,131,Mississippi,Stone County,12,0,18336,9186,9150,1768,1730,59,46,32,50,7051,7023,198,183,76.75610820244329,22.17495636998255,9.2
334685,50,28,133,Mississippi,Sunflower County,12,0,25110,13407,11703,9748,8789,46,42,52,54,3307,2627,268,225,23.632019115890085,76.55913978494624,7.1
334913,50,28,135,Mississippi,Tallahatchie County,12,0,13809,7661,6148,4013,3854,49,9,118,23,2603,2161,892,59,34.49923962633065,65.29799406184372,5.0
335141,50,28,137,Mississippi,Tate County,12,0,28321,13602,14719,4007,4743,40,44,43,55,8988,9413,434,347,64.97298824194061,34.296105363511174,7.5
335369,50,28,139,Mississippi,Tippah County,12,0,22015,10712,11303,1758,1929,43,53,25,37,8264,8648,534,531,76.82034976152623,22.302975244151714,13.8
335597,50,28,141,Mississippi,Tishomingo County,12,0,19383,9459,9924,258,235,49,29,17,24,8765,9231,321,344,92.84424495692102,6.588247433317856,10.0
335825,50,28,143,Mississippi,Tunica County,12,0,9632,4512,5120,3400,4074,19,13,42,32,912,876,131,110,18.56312292358804,81.19808970099668,24.8
336053,50,28,145,Mississippi,Union County,12,0,28815,14090,14725,2084,2343,49,39,202,130,10883,11475,717,568,77.59153218809648,21.280583029672044,17.0
336281,50,28,147,Mississippi,Walthall County,12,0,14286,6911,7375,2934,3231,32,33,34,40,3705,3846,142,169,52.85594288114238,46.30407391852163,6.7
336509,50,28,149,Mississippi,Warren County,12,0,45381,21613,23768,10306,12051,79,79,174,213,10446,10806,494,508,46.830171217029154,52.674026574998344,11.7
336737,50,28,151,Mississippi,Washington County,12,0,43909,20248,23661,14304,17478,54,65,164,179,5310,5570,411,350,24.778519210184697,75.16682229155755,9.3
336965,50,28,153,Mississippi,Wayne County,12,0,20183,9697,10486,3739,4297,27,31,20,32,5678,5921,187,135,57.46915721151464,41.956101669722045,6.3
337193,50,28,155,Mississippi,Webster County,12,0,9689,4729,4960,882,933,15,16,6,10,3701,3896,76,69,78.40850448962742,20.71421199298173,8.0
337421,50,28,157,Mississippi,Wilkinson County,12,0,8630,4657,3973,3258,2835,14,9,7,3,1310,1073,47,42,27.61297798377752,72.0162224797219,7.2
337649,50,28,159,Mississippi,Winston County,12,0,17955,8796,9159,4045,4359,110,119,33,22,4409,4503,142,107,49.63519910888332,49.774436090225564,9.1
337877,50,28,161,Mississippi,Yalobusha County,12,0,12108,5800,6308,2226,2480,25,22,8,19,3393,3626,103,104,57.96993723158243,41.18764453254047,10.7
338105,50,28,163,Mississippi,Yazoo County,12,0,29690,17753,11937,9760,7207,169,29,111,64,5511,4437,2386,147,33.506231054227015,66.93499494779387,12.0
338333,50,29,1,Missouri,Adair County,12,0,25343,12171,13172,445,411,53,47,266,398,10904,11744,312,341,89.36589985400308,8.96894606005603,4.2
338561,50,29,3,Missouri,Andrew County,12,0,17712,8764,8948,119,86,32,29,50,59,8189,8443,259,216,93.90243902439023,4.799006323396568,3.6
338789,50,29,5,Missouri,Atchison County,12,0,5143,2571,2572,18,8,10,10,13,7,2471,2473,37,39,96.13066303713785,2.7610344157106748,2.1
339017,50,29,7,Missouri,Audrain County,12,0,25388,11650,13738,664,1081,69,85,86,49,10179,11953,459,369,87.17504332755632,11.273042382227825,7.7
339245,50,29,9,Missouri,Barry County,12,0,35789,17990,17799,125,114,260,217,456,412,15055,15200,1909,1648,84.53714828578613,14.364748945206628,6.2
339473,50,29,11,Missouri,Barton County,12,0,11754,5772,5982,46,28,90,93,17,49,5318,5548,187,151,92.44512506380806,5.623617491917645,5.8
339701,50,29,13,Missouri,Bates County,12,0,16172,8057,8115,140,64,76,69,20,25,7500,7667,197,175,93.78555528073213,4.736581746228048,3.5
339929,50,29,15,Missouri,Benton County,12,0,19443,9746,9697,68,44,89,65,28,59,9190,9179,226,190,94.47616108625212,3.955150954070874,5.9
340157,50,29,17,Missouri,Bollinger County,12,0,12133,6083,6050,40,29,52,52,12,16,5810,5821,104,75,95.86252369570593,3.131954174565235,6.5
340385,50,29,19,Missouri,Boone County,12,0,180463,87487,92976,8596,9124,409,407,4358,4710,68408,73107,3238,3149,78.4177365997462,18.83543995167985,4.6
340613,50,29,21,Missouri,Buchanan County,12,0,87364,44186,43178,3276,1941,343,325,647,658,35709,36517,3270,2721,82.67249668055491,15.087450208323794,4.6
340841,50,29,23,Missouri,Butler County,12,0,42478,20626,21852,1189,1193,156,167,154,231,18187,19348,501,437,88.3633881067847,9.48255567587928,5.6
341069,50,29,25,Missouri,Caldwell County,12,0,9020,4580,4440,47,17,34,36,10,20,4275,4194,129,95,93.89135254988913,4.301552106430155,6.9
341297,50,29,27,Missouri,Callaway County,12,0,44743,22904,21839,1258,827,139,107,132,221,20422,19844,527,446,89.9939655365085,8.173345551259414,4.7
341525,50,29,29,Missouri,Camden County,12,0,46305,22982,23323,173,138,159,163,118,200,21618,21891,651,669,93.96177518626499,4.9044379656624555,9.7
341753,50,29,31,Missouri,Cape Girardeau County,12,0,78871,38183,40688,2953,3273,160,146,730,804,32629,34812,997,950,85.50798138732868,12.695414030505509,7.2
341981,50,29,33,Missouri,Carroll County,12,0,8679,4211,4468,84,75,16,16,4,12,3967,4232,81,61,94.46940891807813,4.021200599147367,4.7
342209,50,29,35,Missouri,Carter County,12,0,5982,2899,3083,17,15,27,48,2,7,2738,2850,65,107,93.41357405549984,4.814443329989969,3.3
342437,50,29,37,Missouri,Cass County,12,0,105780,51584,54196,2393,2422,388,367,413,516,44884,47433,2457,2385,87.27264133106448,10.721308375874457,6.3
342665,50,29,39,Missouri,Cedar County,12,0,14349,7139,7210,40,27,70,66,22,42,6704,6808,188,165,94.16684089483589,4.320858596417869,2.1
342893,50,29,41,Missouri,Chariton County,12,0,7426,3704,3722,96,81,17,18,9,16,3500,3537,40,25,94.76164826286022,4.066792351198491,3.0
343121,50,29,43,Missouri,Christian County,12,0,88595,43435,45160,478,306,321,333,255,382,40255,42059,1420,1343,92.91043512613578,5.460804785823128,6.8
343349,50,29,45,Missouri,Clark County,12,0,6797,3478,3319,17,11,10,6,13,16,3365,3215,35,24,96.80741503604531,1.9420332499632191,7.1
343577,50,29,47,Missouri,Clay County,12,0,249948,122611,127337,9199,9028,825,765,2961,3326,97873,102442,8942,8719,80.14266967529247,17.509642005537152,10.3
343805,50,29,49,Missouri,Clinton County,12,0,20387,10187,10200,166,122,61,92,38,64,9496,9534,240,232,93.3437975180262,4.978662873399715,9.3
344033,50,29,51,Missouri,Cole County,12,0,76745,38745,38000,5385,3993,185,147,507,575,30904,31538,1162,1089,81.3629552413838,16.995243989836474,4.7
344261,50,29,53,Missouri,Cooper County,12,0,17709,9233,8476,925,318,55,52,46,71,7889,7635,147,227,87.66164097351628,10.395843921170027,6.3
344489,50,29,55,Missouri,Crawford County,12,0,23920,11885,12035,72,52,76,90,31,45,11312,11410,245,261,94.99163879598662,3.6454849498327757,6.5
344717,50,29,57,Missouri,Dade County,12,0,7561,3861,3700,30,10,37,36,27,18,3592,3453,85,88,93.17550588546489,4.377727813781246,2.8
344945,50,29,59,Missouri,Dallas County,12,0,16878,8358,8520,48,26,77,85,18,48,7868,8035,200,178,94.2232492001422,4.028913378362365,5.6
345173,50,29,61,Missouri,Daviess County,12,0,8278,4157,4121,30,29,17,22,7,15,3985,3960,62,55,95.97728920028993,2.863010388982846,3.0
345401,50,29,63,Missouri,DeKalb County,12,0,12547,7848,4699,1447,36,46,33,19,30,6036,4431,241,120,83.42233203156133,15.716904439308202,3.4
345629,50,29,65,Missouri,Dent County,12,0,15573,7767,7806,57,48,97,84,23,97,7302,7312,150,148,93.8419058627111,4.520644705580171,3.3
345857,50,29,67,Missouri,Douglas County,12,0,13185,6612,6573,29,31,58,55,17,27,6237,6236,128,106,94.59992415623815,3.4205536594615094,11.1
346085,50,29,69,Missouri,Dunklin County,12,0,29131,13959,15172,1457,1639,82,64,110,155,11086,12074,1023,1008,79.50293501767877,19.010675912258417,4.1
